Post_ID,Platform,Likes,Comments,Shares,Views,Post_Date
8963,LinkedIn,7588,1815,2454,908173,2023-01-07 05:22:00
8964,LinkedIn,5136,409,361,623806,2023-01-07 05:23:00
8965,TikTok,8633,787,4722,677928,2023-01-07 05:24:00
8966,Facebook,8723,1719,3870,917787,2023-01-07 05:25:00
8967,LinkedIn,5827,1070,324,893639,2023-01-07 05:26:00
8968,TikTok,7010,551,1078,358223,2023-01-07 05:27:00
8969,TikTok,7498,587,2884,135488,2023-01-07 05:28:00
8970,Twitter,9093,339,2382,582892,2023-01-07 05:29:00
8971,LinkedIn,1876,155,4385,667194,2023-01-07 05:30:00
8972,YouTube,6539,1122,1320,902959,2023-01-07 05:31:00
8973,LinkedIn,1891,1188,1301,655765,2023-01-07 05:32:00
8974,Facebook,1840,1936,4350,579954,2023-01-07 05:33:00
8975,Facebook,147,1060,2775,304221,2023-01-07 05:34:00
8976,LinkedIn,2355,242,4428,339065,2023-01-07 05:35:00
8977,YouTube,1906,413,1436,481529,2023-01-07 05:36:00
8978,Facebook,2854,1530,3287,849534,2023-01-07 05:37:00
8979,Twitter,2992,1386,423,554002,2023-01-07 05:38:00
8980,TikTok,2665,1274,1176,388747,2023-01-07 05:39:00
8981,YouTube,2923,1320,372,507132,2023-01-07 05:40:00
8982,Facebook,7240,85,3133,676135,2023-01-07 05:41:00
8983,TikTok,9289,1540,4430,408545,2023-01-07 05:42:00
8984,Twitter,9711,1956,3099,826196,2023-01-07 05:43:00
8985,YouTube,9252,1424,3459,123448,2023-01-07 05:44:00
8986,Facebook,2553,271,1602,316922,2023-01-07 05:45:00
8987,LinkedIn,4350,1338,1464,257636,2023-01-07 05:46:00
8988,YouTube,5813,931,4205,855462,2023-01-07 05:47:00
8989,Twitter,133,6,3904,479737,2023-01-07 05:48:00
8990,YouTube,6432,1383,4926,995670,2023-01-07 05:49:00
8991,LinkedIn,4943,1385,3805,58187,2023-01-07 05:50:00
8992,LinkedIn,1806,1689,4327,206610,2023-01-07 05:51:00
8993,TikTok,6777,1897,898,328545,2023-01-07 05:52:00
8994,Facebook,1663,40,515,834633,2023-01-07 05:53:00
8995,Instagram,7515,1387,1807,400286,2023-01-07 05:54:00
8996,LinkedIn,5910,1885,3138,519550,2023-01-07 05:55:00
8997,Twitter,1489,388,3392,835424,2023-01-07 05:56:00
8998,Facebook,7653,41,4164,690527,2023-01-07 05:57:00
8999,TikTok,9849,1389,2411,653032,2023-01-07 05:58:00
9000,Twitter,4326,710,1467,638111,2023-01-07 05:59:00
9001,YouTube,9366,1997,2843,367603,2023-01-07 06:00:00
9002,Facebook,7585,1497,3623,907587,2023-01-07 06:01:00
9003,LinkedIn,4389,1156,4776,573042,2023-01-07 06:02:00
9004,Facebook,1322,136,3672,527889,2023-01-07 06:03:00
9005,YouTube,2376,499,3409,594320,2023-01-07 06:04:00
9006,Twitter,4248,59,1868,767188,2023-01-07 06:05:00
9007,Twitter,9780,1845,445,137637,2023-01-07 06:06:00
9008,Twitter,4515,1186,4823,231125,2023-01-07 06:07:00
9009,Facebook,2024,1783,1850,141010,2023-01-07 06:08:00
9010,TikTok,9678,1528,125,9649,2023-01-07 06:09:00
9011,LinkedIn,9810,200,4603,403648,2023-01-07 06:10:00
9012,LinkedIn,1297,1295,2512,506733,2023-01-07 06:11:00
9013,YouTube,9550,1499,3411,148994,2023-01-07 06:12:00
9014,Twitter,5566,872,345,169177,2023-01-07 06:13:00
9015,LinkedIn,2597,1517,2391,107623,2023-01-07 06:14:00
9016,Twitter,9634,191,282,18834,2023-01-07 06:15:00
9017,LinkedIn,2746,1653,3609,582416,2023-01-07 06:16:00
9018,YouTube,6441,1918,1493,792891,2023-01-07 06:17:00
9019,Instagram,4612,1467,2112,571849,2023-01-07 06:18:00
9020,TikTok,6987,843,1581,542778,2023-01-07 06:19:00
9021,TikTok,600,1440,1419,809925,2023-01-07 06:20:00
9022,TikTok,8159,1029,4807,496522,2023-01-07 06:21:00
9023,Instagram,8057,1092,336,991893,2023-01-07 06:22:00
9024,LinkedIn,8790,1566,1526,859772,2023-01-07 06:23:00
9025,YouTube,3112,1107,1778,8880,2023-01-07 06:24:00
9026,Facebook,2385,257,730,312352,2023-01-07 06:25:00
9027,LinkedIn,705,215,2867,984280,2023-01-07 06:26:00
9028,LinkedIn,9763,80,3372,453605,2023-01-07 06:27:00
9029,YouTube,3065,296,89,281532,2023-01-07 06:28:00
9030,TikTok,4432,1499,511,777461,2023-01-07 06:29:00
9031,YouTube,2373,1435,917,584947,2023-01-07 06:30:00
9032,Instagram,9150,1109,2803,442449,2023-01-07 06:31:00
9033,TikTok,4981,1851,2929,813140,2023-01-07 06:32:00
9034,TikTok,400,105,2449,403476,2023-01-07 06:33:00
9035,Twitter,4035,1329,3281,540400,2023-01-07 06:34:00
9036,Instagram,126,1085,2629,192521,2023-01-07 06:35:00
9037,Twitter,3365,528,792,973635,2023-01-07 06:36:00
9038,Instagram,7081,1331,2914,884589,2023-01-07 06:37:00
9039,Instagram,3772,1274,1793,721029,2023-01-07 06:38:00
9040,YouTube,2649,750,3278,869938,2023-01-07 06:39:00
9041,Twitter,7097,1493,51,409816,2023-01-07 06:40:00
9042,LinkedIn,2707,1150,3766,717911,2023-01-07 06:41:00
9043,Instagram,3354,794,961,809130,2023-01-07 06:42:00
9044,Facebook,7497,1866,3667,75916,2023-01-07 06:43:00
9045,LinkedIn,8377,1335,730,8053,2023-01-07 06:44:00
9046,Facebook,1752,1625,2613,64164,2023-01-07 06:45:00
9047,YouTube,6814,1004,286,41406,2023-01-07 06:46:00
9048,TikTok,6722,1639,648,418746,2023-01-07 06:47:00
9049,Instagram,5830,1566,422,54018,2023-01-07 06:48:00
9050,TikTok,2352,243,2551,362789,2023-01-07 06:49:00
9051,LinkedIn,6478,1246,59,96874,2023-01-07 06:50:00
9052,Twitter,1905,346,686,427794,2023-01-07 06:51:00
9053,YouTube,2393,408,3414,559620,2023-01-07 06:52:00
9054,LinkedIn,7101,590,3037,623013,2023-01-07 06:53:00
9055,Instagram,79,1425,1246,942645,2023-01-07 06:54:00
9056,Facebook,8951,1440,4682,194607,2023-01-07 06:55:00
9057,Twitter,2243,772,3996,193435,2023-01-07 06:56:00
9058,TikTok,2130,34,1109,918814,2023-01-07 06:57:00
9059,Facebook,8415,1729,1311,745452,2023-01-07 06:58:00
9060,Instagram,1264,782,4154,837503,2023-01-07 06:59:00
9061,Facebook,3616,1755,1162,65826,2023-01-07 07:00:00
9062,Facebook,5798,157,3956,824579,2023-01-07 07:01:00
9063,LinkedIn,9426,1563,4061,356294,2023-01-07 07:02:00
9064,Facebook,5924,925,3666,959340,2023-01-07 07:03:00
9065,Twitter,5904,1892,1463,820973,2023-01-07 07:04:00
9066,Twitter,1680,1502,3978,742167,2023-01-07 07:05:00
9067,Instagram,3596,1104,2576,29154,2023-01-07 07:06:00
9068,TikTok,1511,1848,2444,194473,2023-01-07 07:07:00
9069,Twitter,2118,1962,1013,835097,2023-01-07 07:08:00
9070,Twitter,4719,830,965,550324,2023-01-07 07:09:00
9071,TikTok,1552,695,3184,174054,2023-01-07 07:10:00
9072,YouTube,861,1716,3113,485269,2023-01-07 07:11:00
9073,TikTok,9500,930,2603,850391,2023-01-07 07:12:00
9074,Twitter,1507,1754,1769,838838,2023-01-07 07:13:00
9075,Twitter,1035,143,2965,812367,2023-01-07 07:14:00
9076,TikTok,4483,947,4925,640771,2023-01-07 07:15:00
9077,Instagram,8502,950,2446,994553,2023-01-07 07:16:00
9078,LinkedIn,3113,579,3579,899730,2023-01-07 07:17:00
9079,Instagram,5158,388,1377,838752,2023-01-07 07:18:00
9080,Facebook,8244,451,1204,866768,2023-01-07 07:19:00
9081,YouTube,7320,949,3735,568240,2023-01-07 07:20:00
9082,Twitter,9880,295,757,772171,2023-01-07 07:21:00
9083,Instagram,5306,510,84,524898,2023-01-07 07:22:00
9084,Instagram,3590,237,1049,931253,2023-01-07 07:23:00
9085,Facebook,8389,1929,4804,241979,2023-01-07 07:24:00
9086,Facebook,1826,641,2245,27843,2023-01-07 07:25:00
9087,YouTube,6490,1506,2103,662106,2023-01-07 07:26:00
9088,Instagram,718,24,3547,191707,2023-01-07 07:27:00
9089,Facebook,2557,1067,4753,385993,2023-01-07 07:28:00
9090,Instagram,2777,995,3077,240725,2023-01-07 07:29:00
9091,TikTok,1089,1555,2353,328645,2023-01-07 07:30:00
9092,YouTube,4013,56,4599,529287,2023-01-07 07:31:00
9093,Twitter,5158,1909,819,340872,2023-01-07 07:32:00
9094,Facebook,1411,20,3636,12221,2023-01-07 07:33:00
9095,Twitter,6232,421,2695,942641,2023-01-07 07:34:00
9096,Facebook,2074,847,2220,872383,2023-01-07 07:35:00
9097,Twitter,5674,1655,4772,953388,2023-01-07 07:36:00
9098,LinkedIn,7153,1962,1204,237507,2023-01-07 07:37:00
9099,YouTube,569,433,473,205225,2023-01-07 07:38:00
9100,Facebook,3546,543,4759,564152,2023-01-07 07:39:00
9101,Instagram,9939,1871,4826,389304,2023-01-07 07:40:00
9102,TikTok,4733,69,4788,544457,2023-01-07 07:41:00
9103,YouTube,9980,1530,1721,820391,2023-01-07 07:42:00
9104,TikTok,1153,703,2449,266849,2023-01-07 07:43:00
9105,Facebook,6449,9,298,362516,2023-01-07 07:44:00
9106,LinkedIn,2984,320,509,630004,2023-01-07 07:45:00
9107,Instagram,2816,1986,4374,996701,2023-01-07 07:46:00
9108,LinkedIn,8483,272,349,844672,2023-01-07 07:47:00
9109,TikTok,5972,772,127,813474,2023-01-07 07:48:00
9110,Facebook,2281,1160,2024,907924,2023-01-07 07:49:00
9111,Instagram,2764,50,1547,350573,2023-01-07 07:50:00
9112,Instagram,9059,1926,1898,419797,2023-01-07 07:51:00
9113,Twitter,4015,722,3234,376260,2023-01-07 07:52:00
9114,Facebook,3297,908,3866,505148,2023-01-07 07:53:00
9115,Twitter,651,1699,4873,76509,2023-01-07 07:54:00
9116,Facebook,8509,1506,1273,893088,2023-01-07 07:55:00
9117,Instagram,6170,1312,1664,511964,2023-01-07 07:56:00
9118,Twitter,1871,145,4632,413482,2023-01-07 07:57:00
9119,Instagram,7170,110,857,546008,2023-01-07 07:58:00
9120,Instagram,3159,1423,2509,415135,2023-01-07 07:59:00
9121,TikTok,2080,668,3504,178389,2023-01-07 08:00:00
9122,YouTube,2481,1268,1988,635852,2023-01-07 08:01:00
9123,Facebook,9666,1056,1678,277454,2023-01-07 08:02:00
9124,LinkedIn,2402,30,4185,210588,2023-01-07 08:03:00
9125,Instagram,6477,570,1929,372622,2023-01-07 08:04:00
9126,TikTok,6630,1614,215,882949,2023-01-07 08:05:00
9127,LinkedIn,9051,432,4330,892042,2023-01-07 08:06:00
9128,YouTube,8636,21,3882,911566,2023-01-07 08:07:00
9129,LinkedIn,2096,458,3720,832627,2023-01-07 08:08:00
9130,YouTube,2674,479,2556,164026,2023-01-07 08:09:00
9131,Facebook,2461,1906,1247,694228,2023-01-07 08:10:00
9132,Instagram,9456,1408,1236,529693,2023-01-07 08:11:00
9133,Facebook,2229,149,3730,896965,2023-01-07 08:12:00
9134,Twitter,5964,1080,3338,889,2023-01-07 08:13:00
9135,Twitter,5860,400,219,674780,2023-01-07 08:14:00
9136,Twitter,2433,909,2533,679643,2023-01-07 08:15:00
9137,YouTube,9854,965,1426,980319,2023-01-07 08:16:00
9138,Facebook,5217,914,747,902295,2023-01-07 08:17:00
9139,YouTube,4803,794,4523,303148,2023-01-07 08:18:00
9140,TikTok,7453,1555,3710,218074,2023-01-07 08:19:00
9141,LinkedIn,2579,1623,3359,571972,2023-01-07 08:20:00
9142,LinkedIn,5095,1562,1275,884903,2023-01-07 08:21:00
9143,LinkedIn,1181,261,4951,328946,2023-01-07 08:22:00
9144,Twitter,1266,361,501,522247,2023-01-07 08:23:00
9145,LinkedIn,7742,876,3799,531233,2023-01-07 08:24:00
9146,LinkedIn,2544,1707,1545,644689,2023-01-07 08:25:00
9147,Twitter,6104,1992,2771,312142,2023-01-07 08:26:00
9148,Instagram,9337,42,3510,871457,2023-01-07 08:27:00
9149,Instagram,7443,1244,80,871763,2023-01-07 08:28:00
9150,TikTok,6864,1479,3341,324767,2023-01-07 08:29:00
9151,LinkedIn,4605,1642,623,480232,2023-01-07 08:30:00
9152,Twitter,422,1608,4303,681033,2023-01-07 08:31:00
9153,Facebook,8408,947,2919,634377,2023-01-07 08:32:00
9154,Instagram,4587,1574,297,365137,2023-01-07 08:33:00
9155,TikTok,9381,923,1148,973396,2023-01-07 08:34:00
9156,Instagram,1008,687,1596,412112,2023-01-07 08:35:00
9157,Twitter,3888,1406,135,840761,2023-01-07 08:36:00
9158,Facebook,1863,910,4733,455110,2023-01-07 08:37:00
9159,Twitter,6717,1433,402,412587,2023-01-07 08:38:00
9160,Instagram,8734,1578,3565,591530,2023-01-07 08:39:00
9161,Twitter,3318,1036,4613,679737,2023-01-07 08:40:00
9162,Facebook,3925,236,583,54326,2023-01-07 08:41:00
9163,YouTube,9592,574,1526,563335,2023-01-07 08:42:00
9164,LinkedIn,7142,1790,570,47694,2023-01-07 08:43:00
9165,LinkedIn,6724,1237,1740,681160,2023-01-07 08:44:00
9166,Instagram,3215,1998,3753,359359,2023-01-07 08:45:00
9167,Facebook,444,1882,1658,264378,2023-01-07 08:46:00
9168,TikTok,5299,470,705,978763,2023-01-07 08:47:00
9169,YouTube,3159,17,4843,232520,2023-01-07 08:48:00
9170,Twitter,4097,1755,521,383120,2023-01-07 08:49:00
9171,Instagram,6318,1815,2662,27843,2023-01-07 08:50:00
9172,YouTube,5142,370,1486,17361,2023-01-07 08:51:00
9173,YouTube,8206,1014,1192,432627,2023-01-07 08:52:00
9174,Facebook,1147,837,568,970626,2023-01-07 08:53:00
9175,YouTube,2028,1648,1309,839948,2023-01-07 08:54:00
9176,Facebook,4307,1045,3731,377370,2023-01-07 08:55:00
9177,LinkedIn,276,1940,2646,750628,2023-01-07 08:56:00
9178,TikTok,369,687,3723,462033,2023-01-07 08:57:00
9179,Twitter,7783,318,4477,736438,2023-01-07 08:58:00
9180,YouTube,3329,1459,786,52506,2023-01-07 08:59:00
9181,LinkedIn,78,1837,2160,605454,2023-01-07 09:00:00
9182,TikTok,7082,1734,1260,104999,2023-01-07 09:01:00
9183,LinkedIn,4136,617,1050,664753,2023-01-07 09:02:00
9184,Instagram,5917,372,4749,352602,2023-01-07 09:03:00
9185,TikTok,2159,1266,797,711868,2023-01-07 09:04:00
9186,LinkedIn,3926,1797,3957,916667,2023-01-07 09:05:00
9187,Instagram,828,1310,4525,168972,2023-01-07 09:06:00
9188,Facebook,4613,720,1193,660070,2023-01-07 09:07:00
9189,TikTok,9606,433,318,612483,2023-01-07 09:08:00
9190,Twitter,712,404,3670,275845,2023-01-07 09:09:00
9191,YouTube,687,1157,3900,606442,2023-01-07 09:10:00
9192,Twitter,8177,1646,4103,636599,2023-01-07 09:11:00
9193,Facebook,9422,332,3056,528633,2023-01-07 09:12:00
9194,Twitter,7678,1152,2663,510545,2023-01-07 09:13:00
9195,YouTube,9107,1791,1830,896158,2023-01-07 09:14:00
9196,TikTok,3344,1033,2986,89466,2023-01-07 09:15:00
9197,YouTube,9081,640,3995,923566,2023-01-07 09:16:00
9198,YouTube,1916,1159,1608,394215,2023-01-07 09:17:00
9199,LinkedIn,5162,803,729,254894,2023-01-07 09:18:00
9200,Instagram,3300,849,2714,833587,2023-01-07 09:19:00
9201,Facebook,1365,163,3529,444303,2023-01-07 09:20:00
9202,YouTube,6749,1783,3521,687865,2023-01-07 09:21:00
9203,TikTok,3954,219,2379,82033,2023-01-07 09:22:00
9204,Twitter,9474,1766,2039,271072,2023-01-07 09:23:00
9205,YouTube,9011,1345,269,445134,2023-01-07 09:24:00
9206,YouTube,4187,1783,988,398158,2023-01-07 09:25:00
9207,Facebook,9236,1859,2866,506818,2023-01-07 09:26:00
9208,LinkedIn,8371,165,452,98998,2023-01-07 09:27:00
9209,Facebook,3039,352,823,157277,2023-01-07 09:28:00
9210,Facebook,2785,1292,528,685496,2023-01-07 09:29:00
9211,LinkedIn,5091,1511,3142,948737,2023-01-07 09:30:00
9212,YouTube,1562,1672,2158,557344,2023-01-07 09:31:00
9213,LinkedIn,4594,418,4977,880527,2023-01-07 09:32:00
9214,YouTube,3694,127,3842,284561,2023-01-07 09:33:00
9215,Instagram,5739,260,3101,395383,2023-01-07 09:34:00
9216,Facebook,3269,438,4376,903532,2023-01-07 09:35:00
9217,LinkedIn,2983,1689,3068,705179,2023-01-07 09:36:00
9218,LinkedIn,6343,632,858,194291,2023-01-07 09:37:00
9219,TikTok,4355,1073,3595,583265,2023-01-07 09:38:00
9220,LinkedIn,3853,1498,4096,371577,2023-01-07 09:39:00
9221,YouTube,6414,88,715,555616,2023-01-07 09:40:00
9222,YouTube,4973,1728,2850,436407,2023-01-07 09:41:00
9223,Instagram,474,1804,4794,462235,2023-01-07 09:42:00
9224,Facebook,7430,1583,4411,344002,2023-01-07 09:43:00
9225,Instagram,6027,1146,4446,285741,2023-01-07 09:44:00
9226,LinkedIn,5944,1042,2524,456318,2023-01-07 09:45:00
9227,YouTube,5109,331,1008,632580,2023-01-07 09:46:00
9228,Twitter,6112,249,4061,900581,2023-01-07 09:47:00
9229,Facebook,2804,597,2606,405335,2023-01-07 09:48:00
9230,TikTok,3260,865,1878,871744,2023-01-07 09:49:00
9231,Facebook,6543,1011,1638,47815,2023-01-07 09:50:00
9232,LinkedIn,947,1755,4503,616871,2023-01-07 09:51:00
9233,LinkedIn,8904,1993,4573,156928,2023-01-07 09:52:00
9234,YouTube,2593,391,3981,219222,2023-01-07 09:53:00
9235,Twitter,933,1431,2009,383594,2023-01-07 09:54:00
9236,Facebook,2793,1129,1518,48528,2023-01-07 09:55:00
9237,Twitter,882,1693,1285,377757,2023-01-07 09:56:00
9238,Facebook,3653,643,443,106277,2023-01-07 09:57:00
9239,YouTube,8995,1021,1370,162876,2023-01-07 09:58:00
9240,YouTube,7245,683,693,289126,2023-01-07 09:59:00
9241,LinkedIn,8791,1022,778,330986,2023-01-07 10:00:00
9242,YouTube,4619,1074,3345,712425,2023-01-07 10:01:00
9243,YouTube,7634,261,2695,761132,2023-01-07 10:02:00
9244,Facebook,7095,1684,1176,196280,2023-01-07 10:03:00
9245,LinkedIn,5291,1494,4965,71227,2023-01-07 10:04:00
9246,Instagram,3157,1134,3709,780229,2023-01-07 10:05:00
9247,Facebook,4142,875,672,949202,2023-01-07 10:06:00
9248,Instagram,462,933,4475,525505,2023-01-07 10:07:00
9249,TikTok,7137,1578,113,963412,2023-01-07 10:08:00
9250,Facebook,9234,1108,1959,865606,2023-01-07 10:09:00
9251,Twitter,129,1141,2878,338190,2023-01-07 10:10:00
9252,YouTube,3398,1191,3276,592138,2023-01-07 10:11:00
9253,TikTok,1434,1987,2211,687144,2023-01-07 10:12:00
9254,LinkedIn,1921,1176,4250,874500,2023-01-07 10:13:00
9255,TikTok,3257,1545,4186,229920,2023-01-07 10:14:00
9256,Twitter,7854,1311,1604,948020,2023-01-07 10:15:00
9257,Instagram,2254,1962,2686,176127,2023-01-07 10:16:00
9258,Twitter,7087,965,4928,107352,2023-01-07 10:17:00
9259,TikTok,8065,1441,1912,74019,2023-01-07 10:18:00
9260,LinkedIn,4967,129,2152,828647,2023-01-07 10:19:00
9261,YouTube,2669,1105,2723,719688,2023-01-07 10:20:00
9262,YouTube,5883,304,32,558002,2023-01-07 10:21:00
9263,Twitter,7251,516,427,965267,2023-01-07 10:22:00
9264,LinkedIn,6224,1826,3412,162553,2023-01-07 10:23:00
9265,Facebook,9098,447,4922,931624,2023-01-07 10:24:00
9266,LinkedIn,2282,614,4344,543348,2023-01-07 10:25:00
9267,Instagram,9672,741,1510,680734,2023-01-07 10:26:00
9268,Instagram,4741,1581,949,726717,2023-01-07 10:27:00
9269,TikTok,905,628,292,684278,2023-01-07 10:28:00
9270,TikTok,5933,1550,3251,550039,2023-01-07 10:29:00
9271,LinkedIn,2714,607,260,998297,2023-01-07 10:30:00
9272,Twitter,3941,161,4733,714605,2023-01-07 10:31:00
9273,Facebook,6393,1207,2651,21461,2023-01-07 10:32:00
9274,YouTube,4375,366,1285,363635,2023-01-07 10:33:00
9275,Twitter,4167,1051,1665,49330,2023-01-07 10:34:00
9276,Facebook,7771,1401,2230,88182,2023-01-07 10:35:00
9277,Twitter,2593,174,3329,820492,2023-01-07 10:36:00
9278,YouTube,3042,238,350,732576,2023-01-07 10:37:00
9279,Twitter,3122,1586,2220,706235,2023-01-07 10:38:00
9280,Twitter,6210,474,535,40600,2023-01-07 10:39:00
9281,TikTok,4209,1051,862,735725,2023-01-07 10:40:00
9282,Facebook,621,535,4505,812380,2023-01-07 10:41:00
9283,LinkedIn,8925,1043,2065,566556,2023-01-07 10:42:00
9284,Twitter,6559,1880,1255,861034,2023-01-07 10:43:00
9285,LinkedIn,1058,1936,4964,840547,2023-01-07 10:44:00
9286,Twitter,7432,212,412,830939,2023-01-07 10:45:00
9287,TikTok,1732,1133,981,287434,2023-01-07 10:46:00
9288,YouTube,350,1471,1447,635903,2023-01-07 10:47:00
9289,Facebook,9157,361,2194,829646,2023-01-07 10:48:00
9290,Instagram,5041,961,4646,363115,2023-01-07 10:49:00
9291,Facebook,5250,1333,302,90349,2023-01-07 10:50:00
9292,Instagram,2954,542,1409,501974,2023-01-07 10:51:00
9293,Instagram,7158,835,882,323823,2023-01-07 10:52:00
9294,LinkedIn,8935,19,2441,221198,2023-01-07 10:53:00
9295,Twitter,1221,669,4183,521244,2023-01-07 10:54:00
9296,Facebook,1147,280,670,698546,2023-01-07 10:55:00
9297,Facebook,5721,466,461,294442,2023-01-07 10:56:00
9298,YouTube,5851,940,4980,506970,2023-01-07 10:57:00
9299,Instagram,3118,497,1355,934795,2023-01-07 10:58:00
9300,YouTube,1692,1767,2948,760840,2023-01-07 10:59:00
9301,Facebook,8664,1815,4838,711349,2023-01-07 11:00:00
9302,Facebook,3092,1530,1995,585066,2023-01-07 11:01:00
9303,TikTok,1308,611,3468,519128,2023-01-07 11:02:00
9304,TikTok,1108,1766,792,425506,2023-01-07 11:03:00
9305,TikTok,3370,370,4728,366731,2023-01-07 11:04:00
9306,YouTube,4636,539,4927,382619,2023-01-07 11:05:00
9307,Twitter,5390,1783,4592,433681,2023-01-07 11:06:00
9308,TikTok,1970,1832,1706,150714,2023-01-07 11:07:00
9309,Facebook,3404,1887,772,452397,2023-01-07 11:08:00
9310,Instagram,5180,1230,338,167856,2023-01-07 11:09:00
9311,YouTube,1045,404,405,221287,2023-01-07 11:10:00
9312,LinkedIn,7391,139,3877,25205,2023-01-07 11:11:00
9313,Twitter,4116,1525,4791,562698,2023-01-07 11:12:00
9314,Facebook,9162,493,548,910683,2023-01-07 11:13:00
9315,YouTube,8423,398,1375,990181,2023-01-07 11:14:00
9316,Instagram,5000,1703,423,855820,2023-01-07 11:15:00
9317,Facebook,8950,1907,4532,129711,2023-01-07 11:16:00
9318,Instagram,2146,1873,2675,283527,2023-01-07 11:17:00
9319,Instagram,7184,690,820,691787,2023-01-07 11:18:00
9320,YouTube,6981,1661,444,822415,2023-01-07 11:19:00
9321,Facebook,3412,219,3533,316400,2023-01-07 11:20:00
9322,YouTube,1678,327,3653,338304,2023-01-07 11:21:00
9323,YouTube,9722,941,531,892366,2023-01-07 11:22:00
9324,Instagram,5215,1470,1180,922051,2023-01-07 11:23:00
9325,TikTok,842,742,1226,574243,2023-01-07 11:24:00
9326,Instagram,5469,1384,354,683012,2023-01-07 11:25:00
9327,Twitter,5718,1467,1818,330991,2023-01-07 11:26:00
9328,LinkedIn,1106,1873,3060,483204,2023-01-07 11:27:00
9329,Instagram,2008,299,2350,866482,2023-01-07 11:28:00
9330,TikTok,4832,630,2759,610890,2023-01-07 11:29:00
9331,Instagram,8911,1174,728,554918,2023-01-07 11:30:00
9332,Twitter,4944,1914,4118,893370,2023-01-07 11:31:00
9333,LinkedIn,6797,1954,604,424697,2023-01-07 11:32:00
9334,LinkedIn,5535,142,2899,889021,2023-01-07 11:33:00
9335,YouTube,6611,1810,1546,727470,2023-01-07 11:34:00
9336,Facebook,5528,676,1217,795962,2023-01-07 11:35:00
9337,Twitter,6505,104,3144,472290,2023-01-07 11:36:00
9338,Twitter,1955,1958,667,391882,2023-01-07 11:37:00
9339,LinkedIn,174,281,3414,135905,2023-01-07 11:38:00
9340,LinkedIn,1820,1441,4993,321174,2023-01-07 11:39:00
9341,Instagram,3619,1289,4250,622887,2023-01-07 11:40:00
9342,Twitter,731,500,790,36286,2023-01-07 11:41:00
9343,YouTube,5471,54,4652,507299,2023-01-07 11:42:00
9344,Instagram,730,109,2496,955099,2023-01-07 11:43:00
9345,YouTube,5006,1366,644,891698,2023-01-07 11:44:00
9346,LinkedIn,6523,306,4574,760071,2023-01-07 11:45:00
9347,LinkedIn,8254,1936,2285,846662,2023-01-07 11:46:00
9348,Instagram,2989,1465,4842,897029,2023-01-07 11:47:00
9349,Instagram,562,292,3557,327698,2023-01-07 11:48:00
9350,TikTok,5301,756,1647,578167,2023-01-07 11:49:00
9351,YouTube,6070,1372,818,931054,2023-01-07 11:50:00
9352,YouTube,5824,1524,1355,145599,2023-01-07 11:51:00
9353,YouTube,1639,1033,3466,247210,2023-01-07 11:52:00
9354,Facebook,5297,221,3165,910453,2023-01-07 11:53:00
9355,Twitter,954,1822,3049,363425,2023-01-07 11:54:00
9356,YouTube,7815,900,3031,123134,2023-01-07 11:55:00
9357,Twitter,4097,1598,630,420525,2023-01-07 11:56:00
9358,TikTok,8087,1232,3950,826403,2023-01-07 11:57:00
9359,TikTok,7965,1664,1424,121713,2023-01-07 11:58:00
9360,TikTok,8025,1180,599,124288,2023-01-07 11:59:00
9361,YouTube,9052,1446,2018,406732,2023-01-07 12:00:00
9362,Twitter,8924,1302,3576,867981,2023-01-07 12:01:00
9363,TikTok,7494,1261,2698,603768,2023-01-07 12:02:00
9364,YouTube,7756,1723,164,945087,2023-01-07 12:03:00
9365,Twitter,3770,806,4126,171869,2023-01-07 12:04:00
9366,TikTok,1509,1046,4911,705704,2023-01-07 12:05:00
9367,LinkedIn,6390,245,3056,248841,2023-01-07 12:06:00
9368,Instagram,8737,1102,3866,477573,2023-01-07 12:07:00
9369,Twitter,2248,838,2345,320655,2023-01-07 12:08:00
9370,LinkedIn,8095,1205,786,962552,2023-01-07 12:09:00
9371,Instagram,6086,173,3250,113865,2023-01-07 12:10:00
9372,Facebook,3719,1110,1270,199903,2023-01-07 12:11:00
9373,Instagram,5366,1504,936,370682,2023-01-07 12:12:00
9374,LinkedIn,750,1164,2157,734074,2023-01-07 12:13:00
9375,Twitter,1179,961,4673,982336,2023-01-07 12:14:00
9376,YouTube,2661,1002,2912,134190,2023-01-07 12:15:00
9377,Facebook,770,57,4283,593613,2023-01-07 12:16:00
9378,Facebook,1288,1257,3732,740990,2023-01-07 12:17:00
9379,TikTok,6543,450,2338,655659,2023-01-07 12:18:00
9380,LinkedIn,5428,973,1650,227244,2023-01-07 12:19:00
9381,TikTok,9767,639,4283,208681,2023-01-07 12:20:00
9382,Instagram,4203,1650,4503,919587,2023-01-07 12:21:00
9383,LinkedIn,2553,820,2030,188390,2023-01-07 12:22:00
9384,LinkedIn,2351,492,2556,438038,2023-01-07 12:23:00
9385,TikTok,9369,1909,392,465857,2023-01-07 12:24:00
9386,TikTok,925,1838,3694,543161,2023-01-07 12:25:00
9387,LinkedIn,9628,457,3868,541943,2023-01-07 12:26:00
9388,Instagram,2238,1903,567,895328,2023-01-07 12:27:00
9389,LinkedIn,246,940,4320,844687,2023-01-07 12:28:00
9390,Instagram,4321,773,1449,198973,2023-01-07 12:29:00
